servlets.FullTextSearch.doGet [594120637,257645038]
19-Mar-2017 21:22:01.955 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1876588,1443391]
19-Mar-2017 21:22:02.001 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1890983,1463842]
19-Mar-2017 21:22:02.050 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1194919,815221]
19-Mar-2017 21:22:02.095 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1970553,1549424]
19-Mar-2017 21:22:02.141 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1939202,1501207]
19-Mar-2017 21:22:02.233 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1929168,1494904]
19-Mar-2017 21:22:02.279 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [2605076,2084378]
19-Mar-2017 21:22:02.324 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [2824682,2410514]
19-Mar-2017 21:22:02.368 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1949330,1523399]
19-Mar-2017 21:22:02.416 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [2486555,1478648]
19-Mar-2017 21:22:02.461 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [2979863,2456945]
19-Mar-2017 21:22:02.513 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [2506555,1995252]
19-Mar-2017 21:22:02.559 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1878030,1377731]
19-Mar-2017 21:22:02.603 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [2513795,1999526]
19-Mar-2017 21:22:02.647 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1275912,842797]
19-Mar-2017 21:22:02.692 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [2360442,1826424]
19-Mar-2017 21:22:02.738 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [2567731,2021779]
19-Mar-2017 21:22:02.784 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1850923,1445170]
19-Mar-2017 21:22:02.827 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1941873,1507287]
19-Mar-2017 21:22:02.871 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1583081,1117075]
19-Mar-2017 21:22:02.914 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [2048632,1594532]
19-Mar-2017 21:22:02.957 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1836524,1403165]
19-Mar-2017 21:22:03.001 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [2021222,1572955]
19-Mar-2017 21:22:03.052 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1914984,1497161]
19-Mar-2017 21:22:03.094 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1195041,850712]
19-Mar-2017 21:22:03.137 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1857905,1444952]
19-Mar-2017 21:22:03.182 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1877642,1439760]
19-Mar-2017 21:22:03.226 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1122210,784950]
19-Mar-2017 21:22:03.271 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1963385,1488431]
19-Mar-2017 21:22:03.319 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [4132127,3765995]
19-Mar-2017 21:22:03.363 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1228494,840141]
19-Mar-2017 21:22:03.408 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [2466780,2025427]
19-Mar-2017 21:22:03.460 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [2407509,1959881]
19-Mar-2017 21:22:03.503 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1250318,843938]
19-Mar-2017 21:22:03.547 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [2463856,1980737]
19-Mar-2017 21:22:03.591 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [2145706,1735161]
19-Mar-2017 21:22:03.637 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1882522,1428465]
19-Mar-2017 21:22:03.686 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1849234,1463639]
19-Mar-2017 21:22:03.730 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1892409,1480850]
19-Mar-2017 21:22:03.773 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1784643,1372005]
19-Mar-2017 21:22:03.820 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1973186,1554541]
19-Mar-2017 21:22:03.866 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1929733,1525813]
19-Mar-2017 21:22:03.911 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1242362,901051]
19-Mar-2017 21:22:03.955 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [2440130,1948801]
19-Mar-2017 21:22:03.998 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1102108,756877]
19-Mar-2017 21:22:04.042 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1847362,1431762]
19-Mar-2017 21:22:04.086 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1947276,1534874]
19-Mar-2017 21:22:04.129 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1758808,1377863]
19-Mar-2017 21:22:04.177 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [2931099,2490799]
19-Mar-2017 21:22:04.261 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1877978,1465894]
19-Mar-2017 21:22:04.316 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [2390180,1981241]
19-Mar-2017 21:22:04.370 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1982929,1562226]
19-Mar-2017 21:22:04.413 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1231137,835584]
19-Mar-2017 21:22:04.457 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1963109,1541571]
19-Mar-2017 21:22:04.503 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1892517,1467275]
19-Mar-2017 21:22:04.549 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1147159,771447]
19-Mar-2017 21:22:04.593 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1162952,781297]
19-Mar-2017 21:22:04.636 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1144987,815435]
19-Mar-2017 21:22:04.681 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [2609433,1983255]
19-Mar-2017 21:22:04.730 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1140258,795184]
19-Mar-2017 21:22:04.772 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1154050,781045]
19-Mar-2017 21:22:04.819 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1894300,1458016]
19-Mar-2017 21:22:04.863 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1899999,1420439]
19-Mar-2017 21:22:04.914 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1137881,787923]
19-Mar-2017 21:22:04.958 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1890359,1481487]
19-Mar-2017 21:22:05.005 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1122388,711810]
19-Mar-2017 21:22:05.049 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1900976,1485213]
19-Mar-2017 21:22:05.101 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1097866,762719]
19-Mar-2017 21:22:05.146 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1979468,1580224]
19-Mar-2017 21:22:05.223 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1219810,861469]
19-Mar-2017 21:22:05.265 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1110478,755826]
19-Mar-2017 21:22:05.307 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1130742,790975]
19-Mar-2017 21:22:05.350 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1096686,735207]
19-Mar-2017 21:22:05.394 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1855496,1459598]
19-Mar-2017 21:22:05.439 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1883997,1446122]
19-Mar-2017 21:22:05.486 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1904357,1472287]
19-Mar-2017 21:22:05.538 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [2484680,2027432]
19-Mar-2017 21:22:05.585 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1836707,1405619]
19-Mar-2017 21:22:05.634 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1812431,1391000]
19-Mar-2017 21:22:05.684 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1249515,862913]
19-Mar-2017 21:22:05.728 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1956709,1521138]
19-Mar-2017 21:22:05.772 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1916321,1471091]
19-Mar-2017 21:22:05.819 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1798047,1387946]
19-Mar-2017 21:22:05.864 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [2989665,2512271]
19-Mar-2017 21:22:05.911 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1217191,870992]
19-Mar-2017 21:22:05.953 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1068498,728437]
19-Mar-2017 21:22:06.000 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [3330390,2915953]
19-Mar-2017 21:22:06.043 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1936757,1555829]
19-Mar-2017 21:22:06.103 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1229896,836999]
19-Mar-2017 21:22:06.146 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1870886,1468416]
19-Mar-2017 21:22:06.192 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1939192,1514224]
19-Mar-2017 21:22:06.279 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1838347,1367848]
19-Mar-2017 21:22:06.326 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [2344175,1945116]
19-Mar-2017 21:22:06.369 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1776349,1382003]
19-Mar-2017 21:22:06.414 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1863162,1479741]
19-Mar-2017 21:22:06.461 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [2971740,1473517]
19-Mar-2017 21:22:06.505 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1806731,1410804]
19-Mar-2017 21:22:06.550 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1094313,772583]
19-Mar-2017 21:22:06.598 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1897797,1469672]
19-Mar-2017 21:22:06.641 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1170932,794188]
19-Mar-2017 21:22:06.693 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [2047854,1570947]
19-Mar-2017 21:22:06.738 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1872288,1462714]
19-Mar-2017 21:22:06.793 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1774281,1389262]
19-Mar-2017 21:22:06.837 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1920182,1522796]
19-Mar-2017 21:22:06.882 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1847564,1437975]
19-Mar-2017 21:22:06.925 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1062376,712033]
19-Mar-2017 21:22:06.968 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1117522,785194]
19-Mar-2017 21:22:07.014 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1729642,1359597]
19-Mar-2017 21:22:07.059 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [2378300,1951052]
19-Mar-2017 21:22:07.105 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1811978,1406309]
19-Mar-2017 21:22:07.157 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1787945,1390172]
19-Mar-2017 21:22:07.202 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1916590,1506049]
19-Mar-2017 21:22:07.246 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1841565,1433849]
19-Mar-2017 21:22:07.291 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1944873,1540725]
19-Mar-2017 21:22:07.337 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1878502,1495959]
19-Mar-2017 21:22:07.384 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1189400,835144]
19-Mar-2017 21:22:07.428 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1869387,1475696]
19-Mar-2017 21:22:07.474 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1113820,780863]
19-Mar-2017 21:22:07.517 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1794481,1353697]
19-Mar-2017 21:22:07.561 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [2394495,1973407]
19-Mar-2017 21:22:07.606 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [2620447,1570213]
19-Mar-2017 21:22:07.650 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1821604,1357839]
19-Mar-2017 21:22:07.694 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [2435590,2026131]
19-Mar-2017 21:22:07.739 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [2327042,1911444]
19-Mar-2017 21:22:07.783 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [2024802,1598092]
19-Mar-2017 21:22:07.830 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [2174116,1818899]
19-Mar-2017 21:22:07.874 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [2293812,1909911]
19-Mar-2017 21:22:07.918 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1928143,1556133]
19-Mar-2017 21:22:07.961 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1040276,717706]
19-Mar-2017 21:22:08.004 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1541469,1212060]
19-Mar-2017 21:22:08.048 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1869857,1480212]
19-Mar-2017 21:22:08.095 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1045063,706800]
19-Mar-2017 21:22:08.139 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1064007,744248]
19-Mar-2017 21:22:08.184 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1809012,1406996]
19-Mar-2017 21:22:08.227 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1771188,1350785]
19-Mar-2017 21:22:08.315 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [2319486,1872855]
19-Mar-2017 21:22:08.359 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [2343118,1904668]
19-Mar-2017 21:22:08.402 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [2262744,1877110]
19-Mar-2017 21:22:08.446 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1814972,1424521]
19-Mar-2017 21:22:08.494 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [2051430,1633977]
19-Mar-2017 21:22:08.545 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1818418,1423678]
19-Mar-2017 21:22:08.588 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1902895,1471775]
19-Mar-2017 21:22:08.636 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [2402060,1918669]
19-Mar-2017 21:22:08.690 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [2063781,1584874]
19-Mar-2017 21:22:08.737 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1862386,1288084]
19-Mar-2017 21:22:08.783 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1120999,811285]
19-Mar-2017 21:22:08.828 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1895065,1449141]
19-Mar-2017 21:22:08.892 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1934853,1560274]
19-Mar-2017 21:22:08.937 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [2317704,1907797]
19-Mar-2017 21:22:08.981 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1646969,1268924]
19-Mar-2017 21:22:09.024 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1795517,1405524]
19-Mar-2017 21:22:09.074 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1742322,1369720]
19-Mar-2017 21:22:09.120 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [4553788,4131744]
19-Mar-2017 21:22:09.165 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1821563,1441207]
19-Mar-2017 21:22:09.211 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1718645,1316995]
19-Mar-2017 21:22:09.256 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1795503,1361001]
19-Mar-2017 21:22:09.301 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1141855,747040]
19-Mar-2017 21:22:09.345 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1916891,1507053]
19-Mar-2017 21:22:09.387 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1736881,1345057]
19-Mar-2017 21:22:09.431 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1696886,1316366]
19-Mar-2017 21:22:09.483 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1073310,702408]
19-Mar-2017 21:22:09.527 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1704918,1282322]
19-Mar-2017 21:22:09.572 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [2702568,2288005]
19-Mar-2017 21:22:09.616 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1177162,814128]
19-Mar-2017 21:22:09.660 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1821135,1446509]
19-Mar-2017 21:22:09.708 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1033702,733479]
19-Mar-2017 21:22:09.750 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [976334,667914]
19-Mar-2017 21:22:09.793 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1692574,1295542]
19-Mar-2017 21:22:09.837 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1169500,830324]
19-Mar-2017 21:22:09.881 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1011711,705793]
19-Mar-2017 21:22:09.928 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [3241843,2853323]
19-Mar-2017 21:22:09.975 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [3244434,2742755]
19-Mar-2017 21:22:10.019 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1150136,811970]
19-Mar-2017 21:22:10.073 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1928309,1485086]
19-Mar-2017 21:22:10.121 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1795761,1406335]
19-Mar-2017 21:22:10.165 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1658023,1290870]
19-Mar-2017 21:22:10.216 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [5318652,4903867]
19-Mar-2017 21:22:10.259 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1937039,1419546]
19-Mar-2017 21:22:10.347 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1104392,739806]
19-Mar-2017 21:22:10.391 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1713966,1334172]
19-Mar-2017 21:22:10.441 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1691125,1315979]
19-Mar-2017 21:22:10.485 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [2228816,1254262]
19-Mar-2017 21:22:10.529 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1751682,1376979]
19-Mar-2017 21:22:10.575 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1801536,1397401]
19-Mar-2017 21:22:10.622 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1783007,1369406]
19-Mar-2017 21:22:10.665 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [987448,657271]
19-Mar-2017 21:22:10.708 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [984098,697685]
19-Mar-2017 21:22:10.754 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1775005,1400037]
19-Mar-2017 21:22:10.798 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1653482,1293180]
19-Mar-2017 21:22:10.846 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [2062311,1689353]
19-Mar-2017 21:22:10.891 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1155817,846409]
19-Mar-2017 21:22:10.935 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1756399,1373047]
19-Mar-2017 21:22:10.979 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1010130,667443]
19-Mar-2017 21:22:11.029 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1815941,1372507]
19-Mar-2017 21:22:11.078 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1755326,1377839]
19-Mar-2017 21:22:11.122 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1861000,1475435]
19-Mar-2017 21:22:11.165 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1785280,1402155]
19-Mar-2017 21:22:11.217 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1934598,1560435]
19-Mar-2017 21:22:11.261 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [2199573,1806034]
19-Mar-2017 21:22:11.306 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [2769909,2360272]
19-Mar-2017 21:22:11.352 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1926384,1532491]
19-Mar-2017 21:22:11.397 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1696957,1326275]
19-Mar-2017 21:22:11.441 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1755681,1365933]
19-Mar-2017 21:22:11.486 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1260473,871376]
19-Mar-2017 21:22:11.529 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1198215,784492]
19-Mar-2017 21:22:11.574 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1824352,1443959]
19-Mar-2017 21:22:11.617 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1684625,1318524]
